annee,cumul_periode,rss,region,nom_etablissement,nom_installation,no_permis_installation,nb_visites_total,nb_usagers_75ans_et_plus_total,nb_usagers_sante_mentale_total,dms_total,nb_usagers_pec_total,delai_pec_total,nb_visites_ambulatoire,nb_usagers_75ans_et_plus_amb,nb_usagers_sante_mentale_amb,dms_ambulatoire,nb_usagers_pec_ambulatoire,delai_pec_ambulatoire,nb_visites_sur_civiere,nb_usagers_sur_civiere_plus_24h,nb_usagers_sur_civiere_plus_48h,dms_sur_civiere,nb_usagers_pec_sur_civiere,delai_pec_sur_civiere,nb_usagers_75ans_et_plus_civ,nb_usagers_sante_mentale_civ
2021-2022,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,64610,7570,1410,3.7111522124,50463,1.8330667189,54643,4736,888,2.9463142631,40599,2.034200425,9967,350,24,7.9042935855,9864,1.0052253424,2834,522
2021-2022,8,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,16621,4962,391,7.4519903703,15739,1.7522222752,8708,1717,220,3.8555362566,7839,2.1942514989,7913,617,0,11.409771543,7900,1.3136061885,3245,171
2021-2022,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,148352,23402,8108,6.7461251505,115997,2.8798484372,98862,7810,2901,4.3208025525,67303,3.5258142488,49490,5548,193,11.590987601,48694,1.9870189916,15592,5207
2021-2022,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,139425,20700,7661,7.9565099615,115557,2.8977283938,89446,6939,2775,4.8394669596,65895,3.7047243004,49979,8063,1499,13.534993492,49662,1.8269500266,13761,4886
2021-2022,8,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,38932,5675,3064,13.100367057,31445,2.9683688009,23737,1703,1118,6.9727193949,16371,4.2578515363,15195,5638,1394,22.67272458,15074,1.5679361446,3972,1946
2021-2022,8,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,52019,1,1416,5.4357536456,45347,2.0292261708,36200,1,715,4.7610315838,30025,2.3674608197,15819,211,0,6.9797790983,15322,1.3664213585,0,701
2021-2022,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,105226,9472,5103,10.231309084,90351,2.5709715074,69406,2617,1458,6.0028511584,54849,3.1158852942,35820,8078,3103,18.424507041,35502,1.7291041115,6855,3645
2021-2022,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,63307,11918,6895,12.533770015,49288,3.3464265925,36412,2756,2430,5.6493117272,22667,4.5428734749,26895,9299,2715,21.854346151,26621,2.3276871956,9162,4465
2021-2022,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,64524,10893,7124,11.142845806,56061,2.7457332093,43118,3554,2926,6.1082179716,34728,3.3548939616,21406,6604,2100,21.284071769,21333,1.7540801549,7339,4198
2021-2022,8,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,53019,9169,2723,9.0635577707,48094,1.8948504029,22635,1354,392,4.0598334438,18251,2.1226946012,30384,4067,771,12.791154537,29843,1.7555083641,7815,2331
2021-2022,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,45316,6445,4872,10.914215423,39438,2.1521871883,29680,1930,2053,4.8516226789,23867,2.741176741,15636,5637,1415,22.42213002,15571,1.2493926566,4515,2819
2021-2022,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,81523,12831,6500,10.028873556,65840,2.8291262066,56484,4118,2957,5.580993895,40858,3.7515554141,25039,8018,1810,20.06258236,24982,1.3204954901,8713,3543
2021-2022,8,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,10921,2899,344,9.3031660715,10609,1.4551007007,6673,1159,293,3.5319359109,6364,1.6621540436,4248,1243,110,18.36894264,4245,1.1446914016,1740,51
2021-2022,8,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,84989,10974,5472,8.005325127,65728,2.3408936662,62413,5129,2454,3.8482002503,43516,2.3458892323,22576,5679,2346,19.49800031,22212,2.3311067466,5845,3018
2021-2022,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,67383,7292,3978,5.6956453491,55064,2.6817127141,55546,4154,2963,4.4188147661,43324,2.9648412414,11837,1377,194,11.687267513,11740,1.6368864518,3138,1015
2021-2022,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,59549,6627,3294,6.5619655708,47634,2.4246173835,46749,3643,2005,3.7605733872,35186,2.5163169932,12800,2362,1137,16.793393945,12448,2.1654157071,2984,1289
2021-2022,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,47652,7828,2028,5.0918626244,42163,1.7287441793,37862,4611,1412,3.1666269097,32570,1.8529850152,9790,1371,340,12.537549512,9593,1.3069236828,3217,616
2021-2022,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,9831,1222,300,3.3577630003,8557,1.0525529456,8191,826,167,2.2233741301,6924,1.1219737708,1640,83,2,9.0234820461,1633,0.758205246,396,133
2021-2022,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,122448,19037,5852,5.7654410239,105461,1.3714323884,89669,7898,2801,2.9568589789,72713,1.6253804761,32779,4981,448,13.448492471,32748,0.8075711663,11139,3051
2021-2022,8,13,Laval,CISSS DE LAVAL,Total établissement,,55756,8940,3498,8.273610578,42666,2.8768544495,37066,2739,1042,4.9177766237,24032,3.6700023233,18690,3029,191,14.92889904,18634,1.8539431207,6201,2456
2021-2022,8,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,86983,13720,5515,9.932299319,64940,3.4872904433,57443,4320,2980,6.0044600299,35574,4.4904059847,29540,8375,929,17.570311245,29366,2.2721153337,9400,2535
2021-2022,8,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,112993,17640,7619,12.110066096,85925,3.7321961821,75027,6372,2817,6.3110584597,48253,4.6589115703,37966,13608,4971,23.569849741,37672,2.545192635,11268,4802
2021-2022,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,85569,13179,6389,9.4344104271,55838,3.694967346,60855,4958,2741,5.2789950566,31177,4.4015731683,24714,7661,1663,19.666578525,24661,2.8016601111,8221,3648
2021-2022,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,84614,14508,4864,10.146289982,64424,3.1930580563,52622,5047,1835,4.8163243933,32686,3.8660786643,31992,8912,3077,18.913277017,31738,2.499934621,9461,3029
2021-2022,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,58249,9829,3395,12.839564823,46758,2.603785698,39113,3014,1719,5.7367905882,27706,3.2301687561,19136,7000,3095,27.357270125,19052,1.6928803334,6815,1676
2022-2023,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,86966,13758,3166,4.3313062672,74580,1.9267517468,65667,6640,1916,3.1481276153,53626,2.1010803269,21299,553,24,7.9791673188,20954,1.4806056918,7118,1250
2022-2023,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,111914,16338,5435,6.2612926444,94984,2.6669541391,78203,6694,2100,3.8217558754,61829,2.9858521621,33711,3876,585,11.920546121,33155,2.0722581394,9644,3335
2022-2023,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,142685,23028,10884,9.1661625064,119112,1.9201887952,84903,7195,3473,4.2313897919,61528,2.5693018716,57782,12140,3223,16.417157761,57584,1.2266171545,15833,7411
2022-2023,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,79833,8963,1496,3.8867925371,59310,2.0537565241,67828,5655,957,3.0801139934,47505,2.2824720848,12005,593,104,8.4445095099,11805,1.1333725587,3308,539
2022-2023,8,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,16813,5343,387,8.1620672165,15866,1.9445188523,8566,1771,196,3.9723639323,7644,2.4448826967,8247,863,0,12.513831292,8222,1.4793301846,3572,191
2022-2023,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,151252,24082,7774,7.7816000964,115590,3.2297872509,101164,8017,2381,4.8173049729,66325,4.0393684508,50088,8267,1078,13.768661905,49265,2.1398557969,16065,5393
2022-2023,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,147916,22197,7765,8.6526170916,119357,3.30039956,97067,7550,2633,5.3142492471,68799,4.2880109005,50849,10057,2343,15.025315701,50558,1.9564644237,14647,5132
2022-2023,8,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,41436,5730,3326,13.925633608,31876,3.1184813374,25234,1594,1236,7.4434561945,15805,4.8737524166,16202,6546,1855,24.021378876,16071,1.3922627196,4136,2090
2022-2023,8,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,57639,0,1155,6.2530935458,45380,2.9682232567,39291,0,576,5.6645364644,27979,3.6772012541,18348,357,5,7.5134486956,17401,1.8282603011,0,579
2022-2023,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,110275,8876,4773,11.597827822,89143,3.0644910705,75605,2552,1413,6.9834454548,54867,3.8361875434,34670,9068,4204,21.660428885,34276,1.8292048534,6324,3360
2022-2023,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,65927,13014,6614,13.574848018,49521,3.225290466,39173,3268,2186,5.5023339701,23060,4.4585839838,26754,10078,4309,25.394560689,26461,2.1505106572,9746,4428
2022-2023,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,64666,11611,7031,11.808209745,54551,2.695369099,43878,3752,2704,6.000972678,33850,3.2956669621,20788,7009,2667,24.06575968,20701,1.7137700138,7859,4327
2022-2023,8,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,54431,10095,2902,10.099069985,47522,2.3350205753,21457,1405,345,4.1639431706,15433,2.8113729058,32974,4996,1198,13.961204274,32089,2.1059219584,8690,2557
2022-2023,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,48465,6913,5028,10.746921834,42131,2.2171720678,31376,1815,1857,4.8691890741,25098,2.8867828114,17089,5672,1406,21.538644173,17033,1.2305055709,5098,3171
2022-2023,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,86397,13617,6743,10.847165337,66693,3.2820330428,61334,4528,3031,6.0840579541,41723,4.3584232451,25063,9449,2572,22.503408732,24970,1.4834656254,9089,3712
2022-2023,8,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,11200,3135,338,9.3611410218,10899,1.2444884852,6830,1258,283,3.6351002115,6536,1.4552875952,4370,1237,155,18.310536613,4363,0.9287004991,1877,55
2022-2023,8,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,97501,12136,5442,8.6966010064,72685,2.8923064785,73047,5702,2449,4.3387933948,48719,2.9388600957,24454,6706,3303,21.713889491,23966,2.7976705078,6434,2993
2022-2023,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,69606,7615,3801,6.0117023955,57867,2.9255767248,57497,4161,2763,4.6968886686,45870,3.2117459245,12109,1518,224,12.254814532,11997,1.8314214202,3454,1038
2022-2023,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,62861,6920,3139,6.4516127603,50013,2.8155001311,49998,3898,2033,4.4070100304,37456,2.9492596424,12863,2114,796,14.398907115,12557,2.4165118172,3022,1106
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,51373,8533,2163,5.6036423586,45080,1.9391193496,41479,5144,1487,3.4858772244,35406,2.0798214286,9894,1702,593,14.482031282,9674,1.4241619576,3389,676
2022-2023,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,11182,1347,298,4.6071556718,9758,2.039500353,9497,919,183,3.4791974951,8086,2.1734357738,1685,166,13,10.964555556,1672,1.3917719963,428,115
2022-2023,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,149234,22452,6229,6.0998569379,127620,1.7395088675,115856,10459,3292,3.3417522159,94281,2.033244786,33378,7312,1313,15.673317921,33339,0.9088385974,11993,2937
2022-2023,8,13,Laval,CISSS DE LAVAL,Total établissement,,58252,9691,3561,9.2484344982,43196,3.2414033257,39028,2839,1061,5.5442282393,24043,4.1745212282,19224,4343,343,16.768605216,19153,2.0700487739,6852,2500
2022-2023,8,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,90138,14699,5377,10.747246139,63405,3.960454972,61201,4735,2904,6.3142772858,34607,5.0124088495,28937,9467,2167,20.122859603,28798,2.6963058006,9964,2473
2022-2023,8,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,118096,18896,7558,12.318780303,86939,3.9943806897,79087,6791,2600,6.4352781466,48237,4.9450126977,39009,14313,5367,24.24701571,38702,2.8095417621,12105,4958
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,87443,13478,6023,10.082867643,54442,4.1610928807,62921,5100,2440,5.6580716383,30005,4.815086967,24522,7667,2365,21.436451746,24437,3.358085451,8378,3583
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,84574,15178,4880,11.68417272,63852,4.0021875022,53157,5434,1835,5.8519950336,32694,4.8389676495,31417,9556,3873,21.552112665,31158,3.1241564945,9744,3045
2022-2023,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-OUEST,Total établissement,,60523,10256,3159,13.592112948,46360,2.4853118828,42699,3522,1515,5.8344503384,28586,3.0317897164,17824,7639,3998,32.17629359,17774,1.6064092526,6734,1644
2023-2024,8,01,Bas-Saint-Laurent,CISSS DU BAS-SAINT-LAURENT,Total établissement,,82724,14610,3368,4.6098109913,71881,1.9638713754,61617,7280,1962,3.3035745637,51148,2.1511037197,21107,791,62,8.4230658339,20733,1.5019719904,7330,1406
2023-2024,8,02,Saguenay-Lac-Saint-Jean,CIUSSS DU SAGUENAY - LAC-SAINT-JEAN,Total établissement,,108678,17411,5681,6.0520107105,93307,2.6410851693,73932,7550,2231,3.7843402421,59165,2.9640758566,34746,2959,197,10.877124769,34142,2.0813715024,9861,3450
2023-2024,8,03,Capitale-Nationale,CHU DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,143476,25032,10985,8.9678786483,121077,1.9860421353,84066,7653,3450,4.2771106432,61960,2.6548214798,59410,11496,2548,15.605382488,59117,1.285100474,17379,7535
2023-2024,8,03,Capitale-Nationale,CIUSSS DE LA CAPITALE-NATIONALE,Total établissement,,73261,8992,1418,3.9093853862,55972,1.8828630089,61513,5765,885,2.9372893896,44396,2.0939498366,11748,762,180,8.9993190803,11576,1.0733078256,3227,533
2023-2024,8,03,Capitale-Nationale,INSTITUT UNIVERSITAIRE DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QUÉBEC - UNIVERSITÉ LAVAL,Total établissement,,17729,6019,446,8.0205039139,16685,2.0746349848,9261,2113,257,4.095005489,8239,2.662378626,8468,955,4,12.313612194,8446,1.5012961428,3906,189
2023-2024,8,04,Mauricie et Centre-du-Québec,CIUSSS DE LA MAURICIE-ET-DU-CENTRE-DU-QUÉBEC,Total établissement,,146056,25433,7435,7.3222509878,115150,2.972386959,95420,8670,2342,4.5041332763,65373,3.6796061957,50636,6877,658,12.632796687,49777,2.043583633,16763,5093
2023-2024,8,05,Estrie,CIUSSS DE L'ESTRIE - CENTRE HOSPITALIER UNIVERSITAIRE DE SHERBROOKE,Total établissement,,143974,23472,7721,8.6617603082,118418,3.2941973114,94149,8746,2732,5.313375173,68851,4.2361798142,49825,9926,2195,14.988847355,49567,1.9857373017,14726,4989
2023-2024,8,06,Montréal,CENTRE HOSPITALIER DE L'UNIVERSITÉ DE MONTRÉAL,Total établissement,,44858,6641,3397,12.685034566,33660,3.1994875223,26329,1850,1012,7.5201118011,15276,5.26367941,18529,6010,998,20.024192182,18384,1.4842680229,4791,2385
2023-2024,8,06,Montréal,CENTRE HOSPITALIER UNIVERSITAIRE SAINTE-JUSTINE,Total établissement,,47349,0,1092,5.1558165959,41275,1.9357292886,30040,0,464,4.3772348258,24463,2.4885113573,17309,247,3,6.5070556262,16812,1.1313807433,0,628
2023-2024,8,06,Montréal,CENTRE UNIVERSITAIRE DE SANTÉ MCGILL,Total établissement,,102958,8750,4866,11.184534292,88562,2.4957447858,68793,2641,1434,5.8660373148,54792,2.9102139911,34165,9094,4030,21.893603883,33770,1.8232663524,6109,3432
2023-2024,8,06,Montréal,CIUSSS DE L'EST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,64382,12376,6409,12.207387693,50174,3.0826205084,37857,3276,2355,5.6018170645,23781,4.3176357994,26525,8868,2625,21.63498759,26393,1.9698292898,9100,4054
2023-2024,8,06,Montréal,CIUSSS DE L'OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,63428,12081,7142,12.775399867,53787,2.7537413677,42112,4076,2699,6.2130913991,32552,3.3990085948,21316,8082,3066,25.739930464,21235,1.7645848442,8005,4443
2023-2024,8,06,Montréal,CIUSSS DU CENTRE-OUEST-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,55353,10748,3060,11.063148464,47199,2.6222795798,20006,1372,339,4.1787408916,12939,3.1814985273,35347,5698,1555,14.959644854,34260,2.4110789388,9376,2721
2023-2024,8,06,Montréal,CIUSSS DU CENTRE-SUD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,49709,7961,5182,11.179217909,42411,2.2469455972,31032,2250,1888,4.90050029,23797,2.9715111732,18677,6601,1367,21.611362534,18614,1.3206273952,5711,3294
2023-2024,8,06,Montréal,CIUSSS DU NORD-DE-L'ÎLE-DE-MONTRÉAL,Total établissement,,86150,14118,6521,10.896085871,65522,3.3483967132,60576,4840,2673,6.1911384826,40023,4.4772000683,25574,9253,2539,22.04048616,25499,1.5766371666,9278,3848
2023-2024,8,06,Montréal,INSTITUT DE CARDIOLOGIE DE MONTRÉAL,Total établissement,,11985,3349,317,8.7093696287,11603,1.4766548881,7513,1499,262,3.934443668,7135,1.7348037842,4472,1003,64,16.731287952,4468,1.0644139809,1850,55
2023-2024,8,07,Outaouais,CISSS DE L'OUTAOUAIS,Total établissement,,95580,12977,5281,9.6626383309,71052,3.4485414008,70525,6113,2271,5.096410863,46633,3.4123098569,25055,7505,3324,22.515689306,24419,3.5177328333,6864,3010
2023-2024,8,08,Abitibi-Témiscamingue,CISSS DE L'ABITIBI-TÉMISCAMINGUE,Total établissement,,66765,7978,3538,6.143505858,56766,2.788562192,53830,4437,2495,4.8099061294,43976,3.0756284425,12935,1382,237,11.693383971,12790,1.801539093,3541,1043
2023-2024,8,09,Côte-Nord,CISSS DE LA CÔTE-NORD,Total établissement,,60587,7146,3304,6.1439175254,48472,2.6375604874,47732,4207,2132,3.8759914208,35906,2.7664923767,12855,2194,766,14.564971498,12566,2.2691514139,2939,1172
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DE LA GASPÉSIE,Total établissement,,50439,8765,2093,5.4917131254,44846,1.8787247655,40447,5290,1422,3.4246748969,35006,2.0191770062,9992,1760,423,13.858956443,9840,1.3790630646,3475,671
2023-2024,8,11,Gaspésie-Îles-de-la-Madeleine,CISSS DES ÎLES,Total établissement,,10420,1451,300,4.0762070004,9256,1.5449379682,8454,934,176,2.9402047026,7311,1.6274764434,1966,107,0,8.961132446,1945,1.234686661,517,124
2023-2024,8,12,Chaudière-Appalaches,CISSS DE CHAUDIÈRE-APPALACHES,Total établissement,,144020,23297,6133,5.7172436988,125249,1.7774519136,112174,11551,3217,3.3192576587,93442,2.0916386963,31846,5437,897,14.163883341,31807,0.8544399556,11746,2916
2023-2024,8,13,Laval,CISSS DE LAVAL,Total établissement,,56008,10781,3495,9.5397001321,43455,2.9925526471,35912,3374,845,5.4023343791,23405,3.8402116357,20096,4341,470,16.933264967,20050,2.0030534636,7407,2650
2023-2024,8,14,Lanaudière,CISSS DE LANAUDIÈRE,Total établissement,,89423,16067,5573,10.402449836,64377,4.0660193772,59053,5377,2963,6.2655006661,34186,5.120098749,30370,9080,1266,18.446547937,30191,2.872459793,10690,2610
2023-2024,8,15,Laurentides,CISSS DES LAURENTIDES,Total établissement,,117370,20774,8038,11.851958084,88656,4.0324490791,76566,7688,2524,6.5870413797,48216,5.052999016,40804,13486,4025,21.731225125,40440,2.8156628338,13086,5514
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-CENTRE,Total établissement,,84449,14968,5760,10.076260922,55026,4.3592043458,58283,5679,2097,5.8558391622,29021,5.1398207715,26166,7719,1880,19.476965708,26005,3.4880538251,9289,3663
2023-2024,8,16,Montérégie,CISSS DE LA MONTÉRÉGIE-EST,Total établissement,,86867,16932,4754,10.562825753,67257,3.9996923492,49501,6016,1667,5.6974355456,30351,4.6603715693,37366,8918,2360,17.008302408,36906,3.4563586093,10916,3087
